image,category,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
n01534433_5260.JPEG,n01534433,6.6966677,11.488318,11.832665,8.716561,10.09943,9.474736,10.503181,11.475576,9.093055,10.276473,5.8243437,7.0699534,12.142059,10.782067,8.243318,8.738002,8.25582,7.7518506,10.373616,11.250894,14.588651,7.503623,10.238752,7.399703,8.98176,8.149169,4.402662,10.67664,6.9067388,11.295295,9.438972,10.213788,8.971267,8.598797,11.50616,11.745327,9.851967,6.7877636,9.628263,14.0577345,9.192092,13.763639,6.0464163,6.8729296,5.4307213,6.7011223,6.1714864,11.476784,7.0303454,11.474653,14.620288,10.707514,8.76478,9.905555,9.674721,11.07744,9.663853,10.830404,6.9683475,7.8398,9.243415,16.902475,9.969589,10.083744,8.888985,10.046154
n01534433_13051.JPEG,n01534433,8.27106,11.165207,12.195224,8.97395,9.660677,11.761415,11.709637,12.96909,9.990618,10.433413,7.3576117,6.494382,12.702243,11.738799,7.952318,10.835676,7.966259,7.3277736,10.419026,11.192623,14.484479,6.554986,13.140061,6.273879,7.935678,9.97037,8.558142,12.933208,7.3154664,11.11011,6.4857125,12.312014,12.345242,8.807385,14.5448,9.365463,9.163605,10.505865,10.494976,14.553764,9.788331,13.375243,7.9511337,8.478388,4.806029,8.865875,7.998163,11.963133,8.804272,10.873946,13.25659,13.254934,7.7691717,10.567471,11.538739,11.046358,11.07288,10.174499,6.77099,8.113909,10.99592,14.230248,10.528355,9.037858,8.542159,10.906435
n01537544_5060.JPEG,n01537544,9.534123,9.89518,12.07673,12.509433,13.113761,10.005713,12.598993,11.340972,9.997525,9.739369,7.856443,11.502452,13.3687,10.467673,8.225716,8.809422,7.282857,7.504657,11.63254,9.931614,12.811661,6.9097667,10.482369,8.719603,10.465517,8.836891,8.356007,11.725301,9.309134,10.126212,5.7946844,10.661689,7.3885946,6.9031754,12.349099,7.4895816,5.4948645,8.271995,12.178593,11.618946,10.347606,11.020991,11.788973,7.4260273,7.490483,7.575389,8.448742,11.418937,8.783587,11.211317,12.260687,12.08351,7.995743,8.177088,11.946787,11.6103,11.821014,9.488342,8.46801,8.934686,6.972631,12.811091,10.532646,8.464625,9.13879,10.737885
n01537544_1245.JPEG,n01537544,9.911884,10.559331,12.603249,11.006665,9.691744,11.4156885,14.479524,11.859064,10.414412,13.134256,6.5841684,11.657568,9.687873,9.536491,9.358108,13.012047,8.790963,8.251082,10.607241,12.183801,13.077264,3.361302,13.516155,7.2197995,12.110439,11.1915,6.0909157,10.707296,7.7940726,11.368695,2.160404,15.014346,9.827282,8.787241,12.494417,8.03276,4.751329,11.285655,13.260349,15.888291,10.692343,12.291095,10.104125,7.9903154,4.8266654,10.677973,7.783882,12.085169,8.830852,7.490672,11.964122,15.632944,7.4276133,11.578589,11.017542,13.93751,12.795511,11.250424,7.207653,7.4554734,9.698313,14.150101,11.092164,11.686511,9.434715,14.873901
n01558993_13135.JPEG,n01558993,12.5707,14.616975,16.567682,12.137946,13.638794,14.312713,15.146854,16.966091,16.57978,14.91957,11.753478,11.766612,14.663641,14.4962635,12.9719715,14.823708,13.135555,13.634597,14.231718,16.911768,15.792772,8.078185,16.981379,11.715608,14.061809,13.508478,8.398024,15.202408,12.134188,16.782064,11.637393,18.572838,12.944148,13.995186,16.033463,16.207146,14.304527,14.315875,16.111656,17.475357,14.625894,14.594315,11.669452,14.230628,9.048273,15.4881315,14.582658,17.52134,11.954364,14.248082,15.568808,17.337597,12.637665,13.973816,15.724008,15.874193,16.470043,13.792507,14.546273,13.154258,14.639208,19.034538,15.562545,13.222018,13.754431,16.370367
n01558993_5049.JPEG,n01558993,11.254844,12.029075,14.507019,12.249006,11.33887,12.774359,13.9726,14.481293,13.115707,11.236943,8.774172,11.0942,15.237166,14.708464,10.420345,12.557022,11.092871,11.174008,12.188221,13.529544,15.965806,7.6260114,14.82517,13.773828,11.774609,12.971957,7.842158,13.100727,11.156879,13.58002,10.667374,15.569229,12.503817,11.464087,13.855022,14.365488,11.106949,11.616557,14.441597,16.69795,13.524403,17.277618,10.444389,13.977212,9.248638,10.942644,11.589513,14.033569,10.97247,13.466213,14.48345,15.8151045,11.532999,11.651413,14.056085,14.090683,13.882388,11.385252,16.132338,11.663061,12.398665,19.290892,12.8544445,12.831894,12.7415495,14.365289
n01560419_6002.JPEG,n01560419,8.761514,11.028355,11.598296,11.510442,10.672257,10.784639,11.859393,10.414861,8.344793,10.261227,7.6465225,7.509239,11.694828,10.365434,9.33204,8.256317,9.373975,9.289543,12.163358,11.259751,11.772572,8.215939,9.9982195,11.270777,9.586547,9.6921835,7.467717,11.319127,8.879793,10.887452,7.1474886,13.541327,7.9285235,12.731735,11.440146,13.314208,9.195764,9.2875595,11.506853,13.94435,8.4242935,11.060682,9.797363,9.946159,6.094312,8.103188,8.539517,11.573353,9.540976,10.8272505,15.041208,15.261287,12.462536,8.877947,12.250258,12.117963,10.197091,10.442683,8.907629,8.390307,12.241291,13.451284,10.235383,9.299261,10.736041,11.469838
n01560419_15729.JPEG,n01560419,7.5921984,12.084335,11.111517,9.877384,11.018161,6.93088,11.805186,8.899626,6.4824343,10.092713,7.545348,5.7761846,11.359677,10.008544,7.1108537,7.4983926,5.499844,5.728866,9.628056,10.16679,12.209864,3.0622265,7.3471346,4.3635716,6.2758684,8.143586,5.870534,10.837032,6.944937,10.210038,4.478429,8.087136,9.572327,9.3418045,11.4537945,11.490399,8.8000965,4.9053607,9.5916815,14.099668,10.546532,11.319446,6.9800363,6.6331754,5.2532644,5.393984,6.616561,8.678083,6.513014,8.995601,14.212123,8.463816,10.330199,10.786891,10.167512,10.816964,9.261198,11.134428,4.2839913,6.4902344,9.114338,14.659675,8.823882,11.899569,7.134369,10.791388
n01580077_4661.JPEG,n01580077,9.10789,9.378278,11.558271,8.823553,11.657323,10.383433,11.619535,10.95374,10.679831,13.5017,6.6057653,8.075349,12.744042,9.15892,9.134249,10.723621,8.761741,8.017129,11.128517,10.4243145,14.85374,2.8639781,11.888016,3.7640312,10.492505,9.596595,5.7074423,11.3903265,8.129066,12.501095,7.1985326,12.287163,8.444369,10.4526,11.631344,10.099636,6.3246446,9.134236,12.132794,13.882825,12.001408,13.663185,7.4512825,8.91922,4.1956005,8.726203,9.289529,13.644485,9.154153,10.386386,14.8219795,13.00683,10.342182,9.906603,8.552862,13.110131,11.577449,10.416492,5.9984145,9.466751,11.632826,13.733623,9.888389,9.12473,10.892974,10.167912
n01580077_12336.JPEG,n01580077,10.283669,13.494095,14.700657,10.207443,11.566555,10.894143,13.109011,12.852019,9.932388,11.163373,10.722376,10.877077,14.5005045,12.3819065,10.297509,12.395042,10.206419,9.944865,12.541426,12.658829,15.1347,6.19989,12.530921,8.364698,12.115743,11.813102,7.0975976,13.096833,8.871062,11.868551,8.931107,16.1319,13.196765,13.135384,12.37381,12.397635,8.826837,10.349111,12.617916,17.664473,11.470567,9.828987,11.409731,9.460513,7.605065,10.4635315,10.380092,13.366626,11.924766,11.932771,14.326778,13.480604,11.785478,12.816355,12.855068,13.109658,12.663406,12.212127,8.111624,9.975168,13.503559,14.952631,10.627135,11.732581,10.759556,12.539909
n01582220_5465.JPEG,n01582220,11.699042,11.0084305,14.850693,11.113146,11.052563,11.480572,12.962493,12.750494,11.122279,12.4285,7.886647,11.636566,12.736885,9.949505,10.726004,7.9208455,8.607195,9.949011,12.13702,13.678508,14.5484295,9.89996,11.88392,6.4420915,13.5035305,11.522234,13.105145,12.142306,10.942934,13.005497,8.872804,10.598586,10.001192,10.889788,10.951649,11.43649,7.694916,9.002655,13.351763,15.564659,11.814241,14.399002,10.685741,8.5230255,6.8354716,9.006719,7.06534,15.239999,8.620359,12.610775,12.809685,13.832635,11.0221405,8.671343,11.912374,12.620494,11.708899,10.168681,10.319916,9.12064,10.493611,16.608452,12.219999,10.911837,12.465602,12.157881
n01582220_10897.JPEG,n01582220,10.469772,13.094537,15.320727,12.652014,11.696242,11.958534,13.402566,13.817183,11.803225,14.739373,10.745505,7.9671726,14.20696,12.344219,11.217755,10.25554,11.366227,10.127439,13.06533,13.160664,14.217255,12.31157,12.680226,8.721919,13.430707,13.455478,14.738224,13.851133,11.247834,12.841823,10.170499,13.250123,11.919041,11.7443695,12.26517,11.612747,8.172612,11.634677,13.575119,14.153925,10.628888,13.228637,12.079745,11.090345,9.155078,9.521866,11.64472,14.750367,10.044874,13.810852,14.539811,15.206942,11.685833,10.811193,14.327256,14.171563,13.625453,11.352258,10.84184,10.190918,11.357245,16.748745,12.911699,10.67441,12.295457,13.773699
