image,category,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
n01496331_4208.JPEG,n01496331,10.288479,11.85166,13.351184,10.416634,10.0646515,11.012311,13.707455,14.445745,10.501461,9.736863,8.197364,8.818409,10.636904,11.189888,11.535802,10.419613,8.835774,12.517584,15.288493,15.5414,12.554786,8.933669,14.72363,7.101901,12.172029,12.360959,7.629799,11.552513,9.021848,13.822394,11.488894,11.634937,9.586094,12.928076,9.999479,12.060439,9.559151,10.5774145,10.296268,16.084785,14.890421,17.587975,11.879993,9.332356,10.717431,10.835939,10.643651,13.8360615,9.946211,10.030757,14.7184105,15.398307,11.704551,9.399197,8.715171,14.929104,12.457212,9.44405,9.0596485,9.457808,13.769078,14.614801,10.792934,10.322741,9.245349,15.285868
n01496331_12164.JPEG,n01496331,10.147725,12.525397,14.3656,12.313848,11.459851,12.887555,11.357496,14.496139,12.536276,10.5239935,8.031472,6.355271,8.721014,14.691943,13.003963,11.455579,11.42895,12.302918,15.413414,10.22522,10.8830805,9.089869,15.851362,8.293771,13.938095,11.243354,12.942189,13.175551,10.755104,15.54353,10.137545,9.000447,10.872038,14.124971,10.043453,13.72972,11.67042,11.448401,10.224907,14.830176,12.3274,19.349968,11.011176,10.397832,13.374197,10.331803,9.398546,14.644133,8.522974,12.810865,17.691898,19.816107,13.801029,11.744271,8.308632,13.242188,13.954226,10.489946,11.683548,15.307532,15.613513,14.559563,11.623006,8.018465,12.478064,14.503236
n01498041_7880.JPEG,n01498041,9.717549,10.866744,13.376996,10.921624,8.0159445,10.575352,12.077488,12.644184,11.692481,8.739447,8.88812,6.371975,9.455148,11.219751,10.248624,10.59698,12.303038,10.02054,14.672941,11.670935,11.570224,7.0539103,12.119757,6.843701,12.677011,11.025949,10.469627,10.310364,7.901927,14.595525,8.959952,10.502575,10.545051,9.140394,11.63003,12.151502,10.461371,8.779013,9.506479,17.943985,11.5950775,13.424537,11.402099,12.548989,10.368948,9.274007,9.46838,12.191924,8.957573,10.798319,13.271217,16.148472,8.36785,10.848691,9.475382,12.341649,12.32801,9.078149,8.685868,12.437247,12.884338,14.13621,12.652495,8.967914,11.183582,11.2821455
n01498041_12648.JPEG,n01498041,8.555111,7.9820485,13.010207,9.676816,7.7499137,8.034035,13.004189,12.522763,11.195617,8.628389,6.820079,6.760726,9.609151,10.215434,9.80064,7.5196743,10.4087515,8.274524,13.252762,10.816802,10.381569,6.599376,12.132818,7.3160777,11.635075,10.526238,7.3665605,7.7514806,7.436157,11.727044,9.653272,7.2417555,9.68486,9.273411,10.470737,8.387184,8.271172,5.996704,9.489093,18.40251,13.201116,16.67553,10.584562,11.25519,10.178026,9.381479,6.0225854,10.220325,6.3918004,9.387719,10.85008,14.027619,8.510214,9.302836,7.3529015,11.988326,9.789243,8.484726,8.815309,10.797138,9.091298,11.44717,8.549263,8.652267,9.786649,11.132825
n01514668_22416.JPEG,n01514668,8.332384,12.689872,14.338322,10.69884,7.059048,10.752539,10.885676,11.516051,10.323963,10.107039,7.80723,9.251127,10.8546,11.989374,10.163146,8.729065,8.628538,6.758422,10.115185,11.68678,12.764017,9.326446,10.229335,8.65514,11.38954,9.607484,9.357282,11.989466,7.3963904,13.026834,5.857426,7.6305113,12.693355,9.786549,12.770168,8.230267,7.203425,9.899199,8.656607,13.757155,9.503651,10.567175,8.731617,10.462191,9.180932,9.670534,8.881472,11.571376,9.486984,12.079343,13.017006,11.6602745,9.13686,7.9238815,15.161162,11.005086,11.447207,7.9586277,9.606132,9.648425,11.809618,13.62635,12.596705,9.086168,9.615608,11.732039
n01514668_14370.JPEG,n01514668,12.09801,13.020309,15.287995,12.236502,9.842698,13.862513,14.47551,12.158278,10.637394,13.316848,9.476582,13.325201,10.008137,12.192516,11.15408,10.714849,7.249198,9.898982,11.168935,13.738548,12.736574,7.890038,12.75527,12.039193,11.010972,10.645888,6.786251,12.288792,9.90814,14.440523,6.3111453,11.0652275,12.258596,11.4566555,13.622091,9.474321,9.321828,10.645591,10.326895,15.151394,12.600117,10.83827,8.599005,10.514282,10.201871,12.421223,9.246245,11.061177,10.450647,10.247599,13.381842,12.91936,11.07493,10.18321,16.61459,13.195705,11.938103,9.199607,12.775143,10.451346,12.085068,13.86424,12.292829,9.818898,12.240206,15.423356
n01514859_6497.JPEG,n01514859,10.689899,14.52454,16.350483,12.113423,10.9372015,13.380267,13.622589,11.742785,11.741324,14.397531,10.007848,13.448575,13.635081,11.438751,10.538936,9.304339,7.280177,8.1565695,11.000976,13.003339,12.86006,8.033144,11.531263,10.468922,12.656591,11.723286,16.086678,12.539509,11.856623,12.275131,6.2238617,10.55598,13.518125,10.34141,13.043377,8.762375,7.329826,10.085889,11.334446,14.483927,10.841253,11.3794,12.842113,10.524486,11.765689,12.267615,8.924179,11.583164,9.344797,12.025686,13.405696,13.760651,11.2700405,10.994134,15.116395,12.344719,12.395764,10.529222,14.012335,10.345934,11.223935,14.605573,11.530832,9.571131,12.659634,14.09923
n01514859_12182.JPEG,n01514859,7.9235497,11.264416,12.33878,7.9139566,8.660566,10.363189,11.902448,11.2230015,10.020756,11.197586,8.32689,7.268401,12.345695,10.209222,8.82616,7.3305697,7.0725,5.2407374,9.004758,10.149293,11.025311,6.9561234,9.692588,9.166525,11.508105,9.268816,6.053356,12.163782,6.5983386,11.438344,5.2112656,7.7630577,12.205463,9.0670805,12.304422,6.415015,8.929285,9.6435585,7.8597693,12.227075,12.1264,8.073718,9.585073,8.795409,8.442423,10.444641,9.576433,12.141458,9.160387,10.901846,10.930457,10.944347,7.7608304,10.043871,16.15403,10.383625,10.111651,7.5455847,11.144828,9.46369,9.982516,12.305936,9.93803,8.700372,8.302416,10.871328
n01518878_39547.JPEG,n01518878,11.633733,11.581179,15.650938,10.76196,10.212419,11.175029,14.1733675,11.250405,11.028913,11.427853,11.172065,7.889104,11.410522,11.318893,11.71974,9.744474,11.274518,11.140699,11.5663,14.137671,13.042704,8.61527,11.005255,8.950831,14.815529,13.73747,8.617027,11.911526,9.408639,14.286123,8.423241,12.951822,10.889196,15.288906,12.079915,13.111242,9.944408,8.350221,13.013697,17.834518,13.133222,14.10861,10.817742,11.507046,10.192405,13.472258,9.781744,12.310455,10.532625,12.538213,19.154066,16.578268,14.374203,11.80413,12.524143,14.750084,11.465555,11.563979,11.086316,12.299958,14.407323,14.627141,11.628192,12.75782,10.47858,11.405214
n01518878_1363.JPEG,n01518878,10.58234,12.25114,16.557096,11.329046,11.297551,12.107179,14.553586,13.417128,10.878994,10.566282,12.446322,11.047316,15.013574,12.5750885,12.314218,11.3808975,10.3274975,11.575799,11.569547,15.229252,13.514462,10.655968,10.26996,9.662679,15.548797,14.057218,14.407012,11.173914,11.937639,12.75857,11.235203,11.706183,11.048919,12.287976,9.60222,12.813523,10.439144,11.198302,13.005039,17.465572,12.774357,13.644274,10.214459,9.950517,9.332342,13.85236,7.426369,12.7878275,9.847753,11.854673,14.094067,16.078018,10.574065,11.069797,15.082942,14.080061,12.762465,12.147691,13.337186,10.683571,10.957648,15.557586,12.096968,13.162537,11.959046,13.061474
n01530575_6550.JPEG,n01530575,7.9450703,14.374642,12.768717,10.947528,11.745135,11.837511,11.869987,11.307061,9.040551,12.495332,6.900695,6.3900867,12.7750635,12.4102335,6.565921,9.362931,9.076036,7.0669107,10.558938,8.850512,13.276705,4.287023,9.838596,7.238702,9.125431,9.418941,8.482559,12.049442,8.503323,11.3211355,7.605894,9.403341,9.171958,10.013723,10.51454,10.039117,6.8523297,8.847511,12.29734,11.745883,8.928383,12.972905,8.555837,6.99194,10.957085,5.219658,7.97688,12.175144,8.657805,10.780217,14.876337,11.972458,11.502816,9.699469,10.760966,12.39286,10.821987,11.917935,13.911072,8.618201,10.13342,12.592961,9.787228,9.793439,9.036257,10.374304
n01530575_10367.JPEG,n01530575,8.014998,11.48349,13.003241,11.098481,11.768156,10.4029665,10.328218,12.636265,11.40385,13.246272,5.6998715,8.056809,13.200183,12.605439,8.761488,10.825339,10.508826,7.0251813,10.647583,10.279281,13.812483,7.253971,11.51162,7.182307,11.211904,9.701058,7.931961,11.495258,9.203672,12.692226,7.1246567,12.6343775,7.892614,8.691275,11.241254,14.371928,7.580834,8.655964,13.76382,13.2128935,9.917537,16.809235,6.895361,7.750008,8.520587,8.585631,8.015129,13.415329,8.176273,12.065252,15.367673,15.038778,9.463947,9.199406,12.122709,12.717755,11.935516,11.056784,13.5038185,11.159677,9.308414,15.719241,9.921075,10.587948,10.059233,12.733934
n01531178_4486.JPEG,n01531178,10.3901,12.734217,13.535876,13.083851,11.638069,11.428452,12.420348,12.7967,11.3876915,9.864809,8.484143,10.316144,13.234298,12.592804,9.555046,10.42733,9.325671,8.42707,11.094775,11.211102,14.1714945,7.6510744,11.435884,9.1193285,9.440056,11.283543,8.812126,12.310225,10.355367,13.179159,7.7448473,11.253509,12.527448,12.617262,12.086757,12.9186945,9.925001,10.284255,12.462806,14.546238,10.981994,16.934977,12.942574,9.262391,15.382978,9.301951,10.641415,12.2182865,8.060287,11.68179,14.718248,14.376111,12.203408,11.588732,13.317938,12.97774,12.813701,11.923894,12.49554,9.952227,11.698486,14.795357,11.294911,13.678542,11.290446,12.860107
n01531178_12895.JPEG,n01531178,8.236266,11.428295,13.960081,11.368512,11.828546,11.115748,12.282218,12.996246,11.323133,9.936695,8.564656,10.52046,14.572599,12.25253,9.46706,11.597794,9.6190605,8.473065,11.218794,11.663448,13.764423,7.4346623,11.125072,9.480309,12.495377,9.913504,8.371516,12.393251,10.468134,12.631564,7.5718017,14.216207,10.651373,10.875108,12.573261,12.123297,7.4866786,10.157811,13.779744,14.037277,10.104873,16.742893,11.376599,8.209334,16.914454,10.993901,10.11367,12.80347,7.579682,11.087225,16.112114,14.9327755,11.451944,9.735595,13.207788,14.026573,13.068138,11.530678,10.370505,11.591672,10.187713,15.419659,10.987331,10.3049135,12.429934,12.368045
n01532829_36441.JPEG,n01532829,7.053402,12.558076,11.911215,11.086752,11.578423,9.864553,11.040202,9.72623,10.410675,10.505607,5.838741,6.887505,12.291746,9.788079,8.581709,8.119895,6.6080036,6.563183,9.430022,12.658986,11.359624,5.0513735,10.82511,11.22746,8.504886,9.045129,6.1741753,9.959696,8.618189,10.935111,6.362155,9.823136,9.496909,8.581109,9.569779,7.517143,7.1793995,9.396648,10.903142,13.316335,9.204199,11.3722105,9.276392,5.392866,7.811887,8.153721,8.652973,11.039477,5.912162,10.366093,12.499183,12.722322,7.682721,8.408645,11.620633,10.5091505,12.292738,13.353077,8.431707,9.031424,10.675122,11.915008,9.978642,10.111416,8.815971,11.559194
n01532829_13611.JPEG,n01532829,10.012935,11.518163,13.29603,12.894021,12.762816,13.388887,12.121704,13.789608,10.778285,10.446243,7.6882133,11.700717,13.546503,13.528201,9.917672,10.798742,12.307141,7.929302,11.18224,12.682337,14.298018,7.0728583,13.968923,17.236568,11.899635,9.827331,4.552294,13.736701,12.050693,12.645085,8.904668,10.358061,13.0128355,12.614542,13.260521,11.281011,9.918333,9.702427,13.210362,16.546612,11.715979,15.184641,10.359911,8.22484,9.459559,11.912947,12.818703,11.031287,10.50452,13.128837,16.960194,16.323612,13.000653,10.741003,12.961791,13.502759,12.041083,11.142618,12.789628,11.439744,13.256952,13.409692,10.906471,11.785117,11.80385,14.698259
n01534433_5260.JPEG,n01534433,6.6966696,11.48832,11.832666,8.716564,10.099431,9.474738,10.503182,11.475578,9.093055,10.276472,5.8243456,7.069955,12.142057,10.78207,8.243319,8.738005,8.255821,7.751854,10.373616,11.250896,14.588653,7.503623,10.238754,7.3997035,8.98176,8.149169,4.4026623,10.6766405,6.90674,11.295294,9.438974,10.213789,8.971267,8.598799,11.506163,11.745326,9.851969,6.787765,9.628263,14.0577345,9.192092,13.76364,6.0464168,6.8729305,5.4307213,6.7011228,6.171488,11.476784,7.030347,11.474654,14.620289,10.707513,8.764781,9.905556,9.674722,11.077441,9.663855,10.830405,6.968346,7.8398013,9.243414,16.902477,9.969589,10.083744,8.888987,10.046156
n01534433_13051.JPEG,n01534433,8.27106,11.165209,12.195227,8.97395,9.660679,11.761417,11.709638,12.969091,9.99062,10.433415,7.3576107,6.4943867,12.702243,11.7388,7.952318,10.835675,7.966263,7.3277736,10.419026,11.192625,14.484482,6.554985,13.140063,6.273882,7.93568,9.97037,8.558144,12.933211,7.3154674,11.110108,6.485711,12.312016,12.345243,8.807385,14.5448,9.365464,9.163606,10.505868,10.494977,14.553767,9.788331,13.375245,7.9511347,8.478391,4.8060303,8.865876,7.998164,11.963134,8.804273,10.873946,13.256593,13.254937,7.769171,10.567472,11.538742,11.04636,11.072883,10.174498,6.7709923,8.113911,10.995923,14.230249,10.528355,9.037857,8.542158,10.906436
n01537544_5060.JPEG,n01537544,9.534122,9.89518,12.076731,12.509434,13.113761,10.005714,12.598993,11.340971,9.997525,9.739367,7.8564434,11.502451,13.368699,10.467671,8.225715,8.809417,7.282857,7.5046554,11.63254,9.93161,12.811661,6.9097652,10.4823675,8.719604,10.465517,8.836889,8.356007,11.7253,9.309134,10.126214,5.794684,10.661687,7.388593,6.9031744,12.349098,7.489582,5.4948645,8.2719965,12.178592,11.618946,10.347605,11.020988,11.788971,7.4260225,7.4904838,7.575385,8.448742,11.418934,8.783587,11.211315,12.260687,12.083508,7.995743,8.177088,11.946784,11.610298,11.8210125,9.488339,8.468007,8.934683,6.9726295,12.81109,10.532646,8.464624,9.138789,10.7378845
n01537544_1245.JPEG,n01537544,9.911882,10.559331,12.603251,11.006664,9.691744,11.415689,14.479524,11.859063,10.414411,13.134256,6.584169,11.657568,9.687875,9.53649,9.358106,13.012049,8.790962,8.251082,10.607241,12.183801,13.077265,3.361303,13.516153,7.2198005,12.110438,11.1915,6.090916,10.707296,7.7940726,11.368695,2.160404,15.014346,9.827283,8.787239,12.494418,8.03276,4.751329,11.285655,13.260348,15.888293,10.692345,12.291095,10.104125,7.990315,4.8266654,10.677974,7.7838807,12.085169,8.8308525,7.4906716,11.964122,15.632945,7.427612,11.578591,11.017542,13.93751,12.795512,11.250424,7.207653,7.455472,9.698311,14.150103,11.092164,11.686513,9.434717,14.873901
n01558993_5049.JPEG,n01558993,11.254842,12.029072,14.507018,12.249003,11.338869,12.774356,13.9726,14.48129,13.115707,11.23694,8.774171,11.094197,15.237162,14.70846,10.420343,12.557022,11.09287,11.174006,12.188218,13.529542,15.965801,7.62601,14.825167,13.773826,11.774604,12.971957,7.842154,13.100727,11.1568775,13.580015,10.667374,15.569225,12.503812,11.464086,13.855018,14.365487,11.106944,11.616552,14.441594,16.69795,13.524403,17.277618,10.444386,13.977212,9.248634,10.942641,11.589508,14.033566,10.972468,13.466212,14.483449,15.815102,11.533,11.65141,14.056082,14.090678,13.882383,11.385247,16.132336,11.66306,12.398663,19.290892,12.854444,12.831892,12.741548,14.365284
n01558993_13135.JPEG,n01558993,12.5707,14.616972,16.567682,12.137946,13.638791,14.312707,15.146853,16.96609,16.57978,14.919569,11.753477,11.76661,14.66364,14.496263,12.971969,14.823708,13.135552,13.634591,14.231711,16.911766,15.792769,8.078182,16.981375,11.715605,14.061807,13.508474,8.398021,15.202405,12.134186,16.78206,11.637388,18.572836,12.944148,13.995182,16.033463,16.20714,14.304524,14.315873,16.111656,17.475353,14.625895,14.594314,11.669452,14.230627,9.048271,15.488129,14.582655,17.521338,11.95436,14.248079,15.568807,17.337595,12.63766,13.973816,15.7240095,15.874193,16.470041,13.792504,14.546272,13.154258,14.639206,19.034536,15.562545,13.222015,13.754427,16.370363
n01560419_6002.JPEG,n01560419,8.761513,11.028355,11.598296,11.510442,10.672257,10.784639,11.859391,10.414861,8.344794,10.261226,7.646521,7.5092382,11.694825,10.365434,9.332041,8.256316,9.373976,9.289542,12.163358,11.259751,11.772574,8.215936,9.9982195,11.270777,9.586547,9.692182,7.467716,11.319128,8.879792,10.887451,7.147487,13.541327,7.928525,12.731735,11.440146,13.314211,9.195763,9.2875595,11.506852,13.944353,8.4242935,11.060682,9.797363,9.946159,6.094313,8.10319,8.539519,11.573354,9.540976,10.827251,15.04121,15.261284,12.462534,8.877947,12.25026,12.117966,10.19709,10.442683,8.90763,8.3903055,12.241292,13.451284,10.235384,9.299262,10.73604,11.469837
n01560419_15729.JPEG,n01560419,7.592197,12.084333,11.111514,9.877382,11.01816,6.9308796,11.805185,8.899622,6.4824343,10.092712,7.5453463,5.7761827,11.359676,10.008541,7.1108513,7.4983916,5.499842,5.7288656,9.628055,10.166789,12.209861,3.0622241,7.347133,4.3635693,6.275866,8.143585,5.8705306,10.837031,6.9449344,10.210036,4.4784284,8.087135,9.5723295,9.341804,11.4537945,11.490398,8.800095,4.9053597,9.59168,14.099668,10.54653,11.319445,6.9800367,6.6331735,5.253262,5.393981,6.616559,8.678083,6.5130115,8.995599,14.212121,8.463814,10.3302,10.786889,10.167511,10.816963,9.261197,11.134426,4.2839894,6.4902334,9.114337,14.659675,8.823883,11.899568,7.1343675,10.791387
n01580077_4661.JPEG,n01580077,9.107889,9.378279,11.558272,8.823554,11.657324,10.383431,11.619535,10.953741,10.679831,13.5017,6.605766,8.07535,12.744043,9.158919,9.134249,10.723623,8.76174,8.017128,11.128519,10.424314,14.8537445,2.8639793,11.888018,3.7640312,10.492504,9.596597,5.7074413,11.390327,8.129067,12.501095,7.198532,12.287163,8.444367,10.452601,11.631344,10.099638,6.324648,9.134238,12.132796,13.882828,12.00141,13.663185,7.451284,8.91922,4.1956005,8.726202,9.28953,13.644484,9.154154,10.386388,14.821982,13.006827,10.342183,9.906604,8.552862,13.110134,11.577451,10.416493,5.998416,9.466749,11.632826,13.733623,9.888389,9.12473,10.892973,10.167912
n01580077_12336.JPEG,n01580077,10.283671,13.494097,14.700659,10.207443,11.566559,10.894143,13.109014,12.85202,9.93239,11.163375,10.722377,10.87708,14.500506,12.381907,10.297508,12.395042,10.206419,9.944866,12.541426,12.65883,15.134698,6.1998887,12.530925,8.364699,12.115744,11.813103,7.0975976,13.096835,8.871063,11.868552,8.931108,16.131903,13.196765,13.1353855,12.373809,12.397638,8.826837,10.349111,12.617916,17.664473,11.470567,9.828988,11.409733,9.460512,7.605065,10.4635315,10.380093,13.366626,11.924766,11.932772,14.3267765,13.480605,11.785478,12.816356,12.855069,13.109662,12.663407,12.212128,8.111623,9.975169,13.503557,14.952631,10.627136,11.732583,10.759557,12.539913
n01582220_5465.JPEG,n01582220,11.69904,11.008428,14.850688,11.113144,11.052561,11.48057,12.962492,12.750493,11.122277,12.428498,7.8866444,11.636564,12.736882,9.949503,10.726001,7.920844,8.607195,9.949009,12.137016,13.678505,14.5484295,9.899957,11.883918,6.4420896,13.5035305,11.522232,13.105145,12.142303,10.94293,13.005493,8.872802,10.598586,10.001191,10.889787,10.951648,11.436488,7.6949143,9.002653,13.351759,15.564658,11.814239,14.398999,10.685739,8.523024,6.83547,9.006717,7.0653386,15.239997,8.620361,12.610774,12.809685,13.832632,11.022139,8.671343,11.912371,12.620491,11.708896,10.168678,10.319913,9.120637,10.49361,16.608452,12.219999,10.911835,12.465599,12.15788
n01582220_10897.JPEG,n01582220,10.469772,13.094537,15.320725,12.652013,11.696241,11.958536,13.402566,13.8171835,11.803225,14.739373,10.745508,7.9671726,14.20696,12.344217,11.217756,10.255538,11.366227,10.127439,13.06533,13.160661,14.217256,12.31157,12.680225,8.72192,13.430706,13.455478,14.738224,13.851133,11.247833,12.841819,10.170499,13.250124,11.919041,11.744368,12.26517,11.612743,8.172612,11.634676,13.57512,14.153923,10.628887,13.228636,12.079745,11.090346,9.155082,9.521863,11.644719,14.750369,10.044871,13.810854,14.539811,15.206941,11.685831,10.8111925,14.327258,14.171561,13.625455,11.352259,10.841842,10.190923,11.3572445,16.748745,12.911701,10.67441,12.295457,13.773699
